date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:30:00	5719/5719	U--MC-	200	updated ('OK')	image/png	etag:%2285aae5c294f263387df87fcd9dd4c486%22	https://framerusercontent.com/images/nrqIEgf1W5B9CDS5cgXe8wqpM.png?scale-down-to=1024	C:/My%20Web%20Sites/akin/framerusercontent.com/images/nrqIEgf1W5B9CDS5cgXe8wqpMbf23.png	(from https://empowered-surprise-345534.framer.app/)
09:30:00	93980/93980	---M-Z	200	added ('OK')	text/html	etag:%22a28a37224526988e3b9b649429dd48b2%22	https://empowered-surprise-345534.framer.app/blog	C:/My%20Web%20Sites/akin/empowered-surprise-345534.framer.app/blog.html	(from https://empowered-surprise-345534.framer.app/)
09:30:06	2633365/2633365	U--MC-	200	updated ('OK')	image/jpeg	date:Tue,%2021%20May%202024%2006:27:53%20GMT	https://framerusercontent.com/images/PUja2jlMhB77g7YskLJxlVzkBAA.jpg	C:/My%20Web%20Sites/akin/framerusercontent.com/images/PUja2jlMhB77g7YskLJxlVzkBAA.jpg	(from https://empowered-surprise-345534.framer.app/)
09:30:08	1716739/1716739	U--MC-	200	updated ('OK')	image/jpeg	etag:%22cd5befef2247d39d1a4c12058fba3b4d%22	https://framerusercontent.com/images/5P0eN6qtSxQg8Lrk6rw2GR9e7eI.jpg	C:/My%20Web%20Sites/akin/framerusercontent.com/images/5P0eN6qtSxQg8Lrk6rw2GR9e7eI.jpg	(from https://empowered-surprise-345534.framer.app/)
09:30:08	1188/1188	U--MC-	200	updated ('OK')	image/png	etag:%22cb290faa038d0d8a4a6aeadc68df06df%22	https://framerusercontent.com/images/gJyEtxJApt2EBOIROgux5XF9as.png	C:/My%20Web%20Sites/akin/framerusercontent.com/images/gJyEtxJApt2EBOIROgux5XF9as.png	(from https://empowered-surprise-345534.framer.app/)
09:30:09	9518/9518	U--MC-	200	updated ('OK')	image/png	etag:%22d64c83b7edb020158b69cd21fa44b698%22	https://framerusercontent.com/images/6vPxJ4sweycvcgadEZSiAMKyVvo.png	C:/My%20Web%20Sites/akin/framerusercontent.com/images/6vPxJ4sweycvcgadEZSiAMKyVvo.png	(from https://empowered-surprise-345534.framer.app/)
09:30:10	21803/21803	U--MC-	200	updated ('OK')	image/png	etag:%220f9b55d1791005063c569b5656b537e6%22	https://framerusercontent.com/images/Bie4iprTYLC4TK8FOgqf8v0SjHI.png	C:/My%20Web%20Sites/akin/framerusercontent.com/images/Bie4iprTYLC4TK8FOgqf8v0SjHI.png	(from https://empowered-surprise-345534.framer.app/)
09:30:11	41746/41746	U--MC-	200	updated ('OK')	image/png	etag:%2275f093626eaa13b603ce626341e43b8b%22	https://framerusercontent.com/images/eyoJSKHfRNoMCUbQWLdsuzjzr3M.png	C:/My%20Web%20Sites/akin/framerusercontent.com/images/eyoJSKHfRNoMCUbQWLdsuzjzr3M.png	(from https://empowered-surprise-345534.framer.app/)
09:30:12	2960/2960	U--MC-	200	updated ('OK')	image/png	etag:%2211be988375dad54f245114844553be11%22	https://framerusercontent.com/images/qA9Bqdszu22YcEsyBNBLtf4qDY.png	C:/My%20Web%20Sites/akin/framerusercontent.com/images/qA9Bqdszu22YcEsyBNBLtf4qDY.png	(from https://empowered-surprise-345534.framer.app/)
09:30:14	8665/8665	U--MC-	200	updated ('OK')	image/png	etag:%225b03bb45f7fcf3c75c8471001f092e02%22	https://framerusercontent.com/images/QxC6BNP4fhwX2TQILuw2AcDQzRw.png	C:/My%20Web%20Sites/akin/framerusercontent.com/images/QxC6BNP4fhwX2TQILuw2AcDQzRw.png	(from https://empowered-surprise-345534.framer.app/)
09:30:16	9409/9409	U--MC-	200	updated ('OK')	image/png	etag:%22e1635e5bd2d04754ebd10798fa5a4af8%22	https://framerusercontent.com/images/qEDQDJS2UXSw2O36wSdg984HyKE.png	C:/My%20Web%20Sites/akin/framerusercontent.com/images/qEDQDJS2UXSw2O36wSdg984HyKE.png	(from https://empowered-surprise-345534.framer.app/)
09:30:17	3443507/3443507	U--MC-	200	updated ('OK')	image/jpeg	etag:%22dd9d9902df3ccebcbd79c79e4e41cf72%22	https://framerusercontent.com/images/HnhpxTHTAwE18VvuvNHTwCtdiZ4.jpg	C:/My%20Web%20Sites/akin/framerusercontent.com/images/HnhpxTHTAwE18VvuvNHTwCtdiZ4.jpg	(from https://empowered-surprise-345534.framer.app/)
09:30:17	1446247/1446247	U--MC-	200	updated ('OK')	image/png	etag:%224282da432954bfad4e1862b025278dba%22	https://framerusercontent.com/images/mq9JOvIg72thtIn9KKVbgBVY7nA.png	C:/My%20Web%20Sites/akin/framerusercontent.com/images/mq9JOvIg72thtIn9KKVbgBVY7nA.png	(from https://empowered-surprise-345534.framer.app/)
09:30:17	4081462/4081462	U--MC-	200	updated ('OK')	image/gif	etag:%221c9be0975338355a9a0763fde48da1a0%22	https://framerusercontent.com/images/ScOmNWPOLfXmHkEhlWgm363rnkM.gif	C:/My%20Web%20Sites/akin/framerusercontent.com/images/ScOmNWPOLfXmHkEhlWgm363rnkM.gif	(from https://empowered-surprise-345534.framer.app/)
09:30:17	72457/72457	---MC-	200	added ('OK')	image/jpeg	etag:%22a724a03cae202602b77360cd5ad1eae0%22	https://framerusercontent.com/images/MnBZ8Szs1Jv0a56zSLPp7jYfw.jpg	C:/My%20Web%20Sites/akin/framerusercontent.com/images/MnBZ8Szs1Jv0a56zSLPp7jYfw.jpg	(from https://empowered-surprise-345534.framer.app/blog)
09:30:18	94554/94554	---M-Z	200	added ('OK')	text/html	etag:%2261bb6bfa968166348fb85a82dd47c4f0%22	https://empowered-surprise-345534.framer.app/blog/starting-a-career-in-web-design	C:/My%20Web%20Sites/akin/empowered-surprise-345534.framer.app/blog/starting-a-career-in-web-design.html	(from https://empowered-surprise-345534.framer.app/blog)
09:30:18	114416/114416	---MC-	200	added ('OK')	image/jpeg	etag:%22a11785430911c7fbf690576658f9fcf9%22	https://framerusercontent.com/images/64n4wnVJKDJspLlFZ6DarCP0M4.jpg	C:/My%20Web%20Sites/akin/framerusercontent.com/images/64n4wnVJKDJspLlFZ6DarCP0M4.jpg	(from https://empowered-surprise-345534.framer.app/blog)
09:30:19	94762/94762	---M-Z	200	added ('OK')	text/html	etag:%22d810c8a9268d8bf24a6b84c8056a3fca%22	https://empowered-surprise-345534.framer.app/blog/create-a-landing-page-that-performs-great	C:/My%20Web%20Sites/akin/empowered-surprise-345534.framer.app/blog/create-a-landing-page-that-performs-great.html	(from https://empowered-surprise-345534.framer.app/blog)
09:30:19	47396/47396	---MC-	200	added ('OK')	image/jpeg	etag:%226893e6e6f894689dfc9dfc602787b02d%22	https://framerusercontent.com/images/Rl7uGNBoQidNiG0BinP7yXCyw.jpg	C:/My%20Web%20Sites/akin/framerusercontent.com/images/Rl7uGNBoQidNiG0BinP7yXCyw.jpg	(from https://empowered-surprise-345534.framer.app/blog)
09:30:20	97872/97872	---M-Z	200	added ('OK')	text/html	etag:%229d863ada2f57677577412e5808b38e93%22	https://empowered-surprise-345534.framer.app/blog/how-can-designers-prepare-for-the-future	C:/My%20Web%20Sites/akin/empowered-surprise-345534.framer.app/blog/how-can-designers-prepare-for-the-future.html	(from https://empowered-surprise-345534.framer.app/blog)
09:30:20	42541/42541	---MC-	200	added ('OK')	image/jpeg	etag:%2275435956ea4b43577334958fbdc17c15%22	https://framerusercontent.com/images/0cSPcD2tWYGinXwWUR7fJ2kgXGk.jpg	C:/My%20Web%20Sites/akin/framerusercontent.com/images/0cSPcD2tWYGinXwWUR7fJ2kgXGk.jpg	(from https://empowered-surprise-345534.framer.app/blog)
09:30:21	93893/93893	---M-Z	200	added ('OK')	text/html	etag:%224d43a1d591d459716b749c19c6d82b5d%22	https://empowered-surprise-345534.framer.app/blog/building-a-navigation-component	C:/My%20Web%20Sites/akin/empowered-surprise-345534.framer.app/blog/building-a-navigation-component.html	(from https://empowered-surprise-345534.framer.app/blog)
09:30:21	58789/58789	---MC-	200	added ('OK')	image/jpeg	etag:%22f09a1cc4e526d3db9291ace184d95702%22	https://framerusercontent.com/images/InuNHIQ0GzOduJG7DthhRGJV8fY.jpg	C:/My%20Web%20Sites/akin/framerusercontent.com/images/InuNHIQ0GzOduJG7DthhRGJV8fY.jpg	(from https://empowered-surprise-345534.framer.app/blog)
09:30:22	94725/94725	---M-Z	200	added ('OK')	text/html	etag:%22b68ad05bd3931337b0b10095e002dca2%22	https://empowered-surprise-345534.framer.app/blog/how-to-create-an-effective-design-portfolio	C:/My%20Web%20Sites/akin/empowered-surprise-345534.framer.app/blog/how-to-create-an-effective-design-portfolio.html	(from https://empowered-surprise-345534.framer.app/blog)
09:30:22	90724/90724	---MC-	200	added ('OK')	image/jpeg	etag:%224d503bb07fa840221bdc4a6e0129c558%22	https://framerusercontent.com/images/8yfgC6RHF3rdJakSSJjblRQVM.jpg	C:/My%20Web%20Sites/akin/framerusercontent.com/images/8yfgC6RHF3rdJakSSJjblRQVM.jpg	(from https://empowered-surprise-345534.framer.app/blog)
